Vardas         Pavarde        Galutinis (Vid.)  Galutinis (Med.)  
Vardas8006     Pavarde8006    6.28              7.00              
Vardas2978     Pavarde2978    6.28              5.00              
Vardas922      Pavarde922     6.28              4.00              
Vardas8009     Pavarde8009    6.28              5.00              
Vardas2969     Pavarde2969    6.28              6.00              
Vardas9689     Pavarde9689    6.28              3.00              
Vardas5447     Pavarde5447    6.28              8.00              
Vardas7690     Pavarde7690    6.28              9.00              
Vardas9362     Pavarde9362    6.28              9.00              
Vardas9244     Pavarde9244    6.28              9.00              
Vardas4065     Pavarde4065    6.28              9.00              
Vardas1698     Pavarde1698    6.28              8.00              
Vardas5186     Pavarde5186    6.28              9.00              
Vardas6748     Pavarde6748    6.28              9.00              
Vardas8668     Pavarde8668    6.28              9.00              
Vardas9062     Pavarde9062    6.28              9.00              
Vardas8572     Pavarde8572    6.28              9.00              
Vardas6203     Pavarde6203    6.24              6.00              
Vardas3990     Pavarde3990    6.24              8.00              
Vardas1261     Pavarde1261    6.24              2.00              
Vardas479      Pavarde479     6.24              3.00              
Vardas2852     Pavarde2852    6.24              7.00              
Vardas2858     Pavarde2858    6.24              7.00              
Vardas7118     Pavarde7118    6.24              4.00              
Vardas8617     Pavarde8617    6.24              6.00              
Vardas2883     Pavarde2883    6.24              6.00              
Vardas3324     Pavarde3324    6.24              3.00              
Vardas8021     Pavarde8021    6.24              3.00              
Vardas6616     Pavarde6616    6.24              8.00              
Vardas5139     Pavarde5139    6.24              3.00              
Vardas499      Pavarde499     6.24              4.00              
Vardas5813     Pavarde5813    6.24              7.00              
Vardas520      Pavarde520     6.24              8.00              
Vardas4157     Pavarde4157    6.24              4.00              
Vardas2125     Pavarde2125    6.24              2.00              
Vardas7139     Pavarde7139    6.24              8.00              
Vardas3982     Pavarde3982    6.24              9.00              
Vardas3336     Pavarde3336    6.24              7.00              
Vardas6709     Pavarde6709    6.24              7.00              
Vardas5612     Pavarde5612    6.24              7.00              
Vardas7725     Pavarde7725    6.24              7.00              
Vardas5594     Pavarde5594    6.24              3.00              
Vardas7053     Pavarde7053    6.24              7.00              
Vardas1056     Pavarde1056    6.24              8.00              
Vardas7971     Pavarde7971    6.24              6.00              
Vardas1278     Pavarde1278    6.24              6.00              
Vardas2535     Pavarde2535    6.24              8.00              
Vardas2406     Pavarde2406    6.24              6.00              
Vardas8448     Pavarde8448    6.24              9.00              
Vardas4642     Pavarde4642    6.24              5.00              
Vardas8918     Pavarde8918    6.24              6.00              
Vardas671      Pavarde671     6.24              2.00              
Vardas7930     Pavarde7930    6.24              4.00              
Vardas4281     Pavarde4281    6.24              6.00              
Vardas2361     Pavarde2361    6.24              7.00              
Vardas4304     Pavarde4304    6.24              8.00              
Vardas333      Pavarde333     6.24              8.00              
Vardas3197     Pavarde3197    6.24              6.00              
Vardas8091     Pavarde8091    6.24              2.00              
Vardas2291     Pavarde2291    6.24              4.00              
Vardas5649     Pavarde5649    6.24              2.00              
Vardas3860     Pavarde3860    6.24              6.00              
Vardas7013     Pavarde7013    6.24              7.00              
Vardas2263     Pavarde2263    6.24              9.00              
Vardas295      Pavarde295     6.24              6.00              
Vardas1733     Pavarde1733    6.24              8.00              
Vardas1919     Pavarde1919    6.24              7.00              
Vardas9687     Pavarde9687    6.24              7.00              
Vardas7325     Pavarde7325    6.24              7.00              
Vardas7489     Pavarde7489    6.24              5.00              
Vardas1790     Pavarde1790    6.24              4.00              
Vardas1616     Pavarde1616    6.24              7.00              
Vardas4087     Pavarde4087    6.24              8.00              
Vardas7501     Pavarde7501    6.24              2.00              
Vardas5297     Pavarde5297    6.24              8.00              
Vardas5271     Pavarde5271    6.24              3.00              
Vardas9393     Pavarde9393    6.24              9.00              
Vardas5180     Pavarde5180    6.24              6.00              
Vardas5735     Pavarde5735    6.24              8.00              
Vardas9724     Pavarde9724    6.24              4.00              
Vardas8583     Pavarde8583    6.24              6.00              
Vardas1476     Pavarde1476    6.24              7.00              
Vardas5292     Pavarde5292    6.24              2.00              
Vardas3423     Pavarde3423    6.24              7.00              
Vardas8714     Pavarde8714    6.24              3.00              
Vardas188      Pavarde188     6.24              3.00              
